mlb_id,player_name,role,team,age,war,war_off,war_def,pa,games,ops_plus,runs_bat,runs_field,games_started,ip,era_plus
686681,Michael Massey,hitter,KCR,28.0,2.26,1.71,0.9,430.0,126,108.513,2.36,5.0,,,
686765,Nick Sogard,hitter,BOS,28.0,1.29,1.28,0.06,252.0,60,106.126,2.91,-1.0,,,
686780,Pedro PagÃ©s,hitter,STL,27.0,0.09,0.0,0.49,206.0,80,65.763,-9.05,-1.0,,,
686797,Brooks Lee,hitter,MIN,25.0,2.58,2.66,0.53,609.0,151,104.175,3.23,-4.0,,,
686823,Will Brennan,hitter,SFG,28.0,-0.46,-0.46,-0.04,23.0,11,-50.467,-4.52,0.0,,,
686894,Joey Wiemer,hitter,WSN,27.0,0.65,0.66,-0.06,83.0,32,149.314,4.38,0.0,,,
686948,Drake Baldwin,hitter,ATL,25.0,3.58,3.52,0.23,592.0,133,122.369,15.84,1.0,,,
687093,Vaughn Grissom,hitter,LAA,25.0,0.41,1.21,-0.88,446.0,113,96.602,-0.49,-8.0,,,
687221,Dalton Rushing,hitter,LAD,25.0,1.38,1.81,-0.1,250.0,78,117.165,5.15,-1.0,,,
687231,Darell Hernaiz,hitter,OAK,24.0,-0.53,-0.01,-0.27,157.0,56,66.833,-6.77,-4.0,,,
687263,Zach Neto,hitter,LAA,25.0,4.86,3.89,1.9,675.0,151,115.64,11.56,7.0,,,
687282,Gabriel Rincones Jr.,hitter,PHI,25.0,-0.69,-0.68,-0.09,89.0,29,29.004,-8.18,0.0,,,
687363,Victor Scott II,hitter,STL,25.0,-0.44,-0.43,0.06,192.0,78,50.955,-11.2,1.0,,,
687394,Jack Brannigan,hitter,PIT,25.0,-0.03,-0.03,0.0,1.0,2,-100.0,-0.27,0.0,,,
687401,Joey Ortiz,hitter,MIL,27.0,2.54,1.75,1.4,403.0,131,100.572,-1.55,8.0,,,
687462,Spencer Horwitz,hitter,PIT,28.0,0.08,0.22,-0.63,433.0,109,94.001,-2.66,-3.0,,,
687515,Colby Thomas,hitter,OAK,25.0,-0.64,-0.55,-0.32,121.0,55,55.581,-6.72,0.0,,,
687529,Grant McCray,hitter,SFG,25.0,0.02,-0.07,0.01,89.0,40,51.821,-4.74,0.0,,,
687551,Drew Gilbert,hitter,SFG,25.0,1.56,1.38,0.3,384.0,129,103.837,3.51,1.0,,,
687597,Jordan Beck,hitter,COL,25.0,-1.13,-1.12,-0.24,168.0,59,41.946,-13.17,-2.0,,,
687605,Andrew Pinckney,hitter,WSN,25.0,0.15,-0.06,0.17,29.0,17,113.883,0.03,1.0,,,
687637,Dylan Beavers,hitter,BAL,24.0,-0.49,0.21,-1.08,344.0,100,90.631,-4.53,-6.0,,,
687749,Jase Bowen,hitter,SDP,25.0,-0.61,-0.81,-0.1,97.0,77,28.758,-9.13,0.0,,,
687859,Troy Johnston,hitter,COL,29.0,-0.78,0.18,-1.62,438.0,124,95.579,-2.92,-4.0,,,
687952,Christian Encarnacion-Strand,hitter,BAL,26.0,1.22,1.21,0.11,201.0,55,129.187,6.24,-1.0,,,
687957,Dustin Harris,hitter,SDP,26.0,0.72,0.72,-0.16,126.0,39,113.743,1.91,-1.0,,,
688363,Graham Pauley,hitter,MIA,25.0,-0.19,-0.08,-0.1,146.0,59,77.057,-4.25,-2.0,,,
689414,Liam Hicks,hitter,TBR,27.0,3.28,3.31,-0.05,532.0,137,129.098,19.48,3.0,,,
690022,Ryan Ritter,hitter,COL,25.0,-0.15,-0.25,0.13,21.0,16,-4.275,-2.96,1.0,,,
690291,Jace Jung,hitter,DET,25.0,-0.04,-0.04,-0.03,9.0,4,40.578,-0.48,0.0,,,
690924,Braxton Fulford,hitter,COL,27.0,-0.36,-0.25,-0.13,83.0,44,36.006,-5.76,0.0,,,
690976,Alex Freeland,hitter,LAD,24.0,1.13,0.53,0.87,269.0,89,80.957,-6.13,6.0,,,
690984,Petey Halpin,hitter,CLE,24.0,0.0,0.09,0.03,185.0,77,63.523,-8.84,-5.0,,,
690993,Colt Keith,hitter,DET,24.0,0.86,1.25,-0.79,423.0,140,102.934,-0.07,-6.0,,,
691002,Yohandy Morales,hitter,WSN,24.0,0.37,0.37,-0.05,36.0,13,158.177,2.46,0.0,,,
691011,Drew Romo,hitter,CHW,24.0,-0.42,-0.12,0.11,203.0,60,47.318,-11.56,-1.0,,,
691016,Tyler Soderstrom,hitter,OAK,24.0,2.73,2.39,-0.07,453.0,109,121.777,11.95,-1.0,,,
691019,Kyle Teel,hitter,CHW,24.0,0.6,0.49,0.32,121.0,34,78.892,-1.34,1.0,,,
691023,Jordan Walker,hitter,STL,24.0,3.51,4.19,-1.18,644.0,152,128.041,24.1,-5.0,,,
691026,Masyn Winn,hitter,STL,24.0,2.7,1.81,1.68,518.0,132,81.291,-8.63,3.0,,,
691176,Jasson DomÃ­nguez,hitter,NYY,23.0,-0.23,-0.13,-0.34,222.0,57,75.547,-7.12,2.0,,,
691181,Emmanuel Rodriguez,hitter,MIN,23.0,0.59,0.05,0.53,37.0,10,87.155,-0.16,3.0,,,
691182,Adael Amador,hitter,COL,23.0,0.47,0.48,-0.02,77.0,22,126.675,2.06,0.0,,,
691277,Deyvison De Los Santos,hitter,MIA,23.0,-0.27,-0.27,-0.05,25.0,13,34.697,-2.28,0.0,,,
691373,Jhostynxon Garcia,hitter,PIT,23.0,-0.76,-0.56,-0.25,50.0,20,6.186,-6.29,-1.0,,,
691406,Junior Caminero,hitter,TBR,22.0,5.55,5.43,0.59,677.0,155,146.805,32.61,0.0,,,
691458,Blaze Jordan,hitter,STL,23.0,0.35,0.16,0.26,199.0,58,86.553,-3.32,1.0,,,
691594,Javier Sanoja,hitter,MIA,23.0,2.72,2.86,0.17,464.0,138,120.401,13.39,1.0,,,
691620,Jeferson Quero,hitter,MIL,23.0,0.04,0.04,0.01,2.0,1,55.521,0.04,0.0,,,
691718,Pete Crow-Armstrong,hitter,CHC,24.0,9.56,7.97,2.1,702.0,156,156.733,43.71,18.0,,,
691720,Kyle Karros,hitter,COL,23.0,1.36,2.0,-0.33,450.0,125,101.92,1.95,-6.0,,,
691723,Coby Mayo,hitter,BAL,24.0,0.98,2.0,-1.23,437.0,128,113.279,7.02,-9.0,,,
691728,Zac Veen,hitter,COL,24.0,-0.34,0.17,-0.62,69.0,32,91.449,-0.98,-3.0,,,
691740,Daniel Susac,hitter,SFG,25.0,0.48,0.39,0.39,161.0,53,86.403,-2.79,0.0,,,
691777,Max Muncy,hitter,OAK,23.0,-1.11,0.22,-1.38,284.0,82,87.578,-5.41,-12.0,,,
691781,Brady House,hitter,WSN,23.0,0.5,0.93,-0.33,340.0,91,91.432,-2.71,-2.0,,,
691783,Jordan Lawlar,hitter,ARI,23.0,0.78,0.68,0.14,124.0,39,112.037,2.29,2.0,,,
691785,Marcelo Mayer,hitter,BOS,23.0,-0.18,0.01,0.08,232.0,71,65.401,-9.19,-1.0,,,
691788,Joe Mack,hitter,MIA,23.0,1.29,1.09,0.82,320.0,102,88.74,-5.94,0.0,,,
691858,Jared Serna,hitter,MIA,24.0,-0.07,-0.07,0.02,16.0,11,70.178,-0.85,0.0,,,
691907,Tsung-Che Cheng,hitter,BOS,24.0,-0.05,-0.05,0.08,44.0,14,72.153,-1.69,1.0,,,
692216,CJ Kayfus,hitter,CLE,24.0,-0.02,-0.02,-0.03,25.0,9,81.491,-0.55,0.0,,,
693304,Nick Gonzales,hitter,PIT,27.0,1.41,2.88,-1.09,592.0,144,105.079,5.57,-15.0,,,
693306,Aaron Sabato,hitter,MIN,27.0,-0.11,-0.11,-0.01,3.0,1,-100.0,-0.78,0.0,,,
693307,Dillon Dingler,hitter,DET,27.0,4.23,3.57,1.26,594.0,142,109.096,7.5,-1.0,,,
693409,CÃ©sar Prieto,hitter,STL,27.0,-0.71,-0.61,-0.07,35.0,15,-57.377,-7.01,-1.0,,,
693459,Kyler Fedko,hitter,MIN,26.0,-0.4,-0.4,-0.03,19.0,14,-66.794,-3.78,0.0,,,
694025,Felix Reyes,hitter,PHI,25.0,-0.57,-0.47,-0.15,38.0,12,10.256,-4.88,-1.0,,,
694192,Jackson Chourio,hitter,MIL,22.0,4.5,3.2,0.99,553.0,121,125.416,15.2,10.0,,,
694197,Angel Genao,hitter,CLE,22.0,0.42,0.09,0.46,132.0,37,64.783,-5.13,5.0,,,
694203,Denzer Guzman,hitter,LAA,22.0,-0.41,0.1,-0.3,281.0,81,74.437,-9.13,-1.0,,,
694208,MoisÃ©s Ballesteros,hitter,LAA,22.0,-0.62,-0.4,-0.65,332.0,99,75.348,-10.9,-1.0,,,
694212,Samuel Basallo,hitter,BAL,21.0,1.57,1.04,0.65,399.0,112,96.418,-2.16,0.0,,,
694224,Gabriel Gonzalez,hitter,MIN,22.0,0.11,0.11,-0.01,11.0,7,106.362,1.0,0.0,,,
694249,Cole Carrigg,hitter,COL,24.0,0.95,1.59,-0.28,348.0,87,106.157,0.68,-2.0,,,
694362,Blake Dunn,hitter,CIN,27.0,1.06,0.55,0.49,155.0,38,101.476,-0.06,3.0,,,
694371,Tommy Troy,hitter,ARI,24.0,0.08,0.09,-0.09,143.0,45,76.498,-3.21,-2.0,,,
694374,Tim Tawa,hitter,ARI,27.0,-0.35,-0.33,-0.36,326.0,98,86.292,-4.76,2.0,,,
694376,Shay Whitcomb,hitter,SFG,27.0,-0.26,-0.46,0.25,108.0,44,44.059,-6.74,3.0,,,
694377,Nick Yorke,hitter,PIT,24.0,-0.52,-0.41,-0.11,117.0,40,53.967,-6.9,0.0,,,
694378,Jacob Gonzalez,hitter,PIT,24.0,-0.29,-0.19,-0.03,219.0,78,72.835,-8.49,-1.0,,,
694384,Nolan Schanuel,hitter,LAA,24.0,2.06,1.93,-0.39,446.0,107,112.182,7.52,2.0,,,
694388,Joey Loperfido,hitter,HOU,27.0,0.09,0.08,-0.08,121.0,40,83.599,-2.78,0.0,,,
694410,LuJames Groover,hitter,ARI,24.0,-0.15,-0.36,0.12,54.0,15,47.988,-3.42,2.0,,,
694497,Evan Carter,hitter,TEX,23.0,1.98,1.24,1.11,442.0,136,76.747,-12.07,9.0,,,
694514,Sterlin Thompson,hitter,COL,25.0,-0.35,-0.23,-0.26,77.0,27,79.565,-2.3,-1.0,,,
694671,Wyatt Langford,hitter,TEX,24.0,3.45,2.69,0.44,447.0,104,125.928,14.07,3.0,,,
694673,Abimelec Ortiz,hitter,WSN,24.0,-0.37,-0.57,-0.05,131.0,42,60.343,-7.55,2.0,,,
694728,Brice Matthews,hitter,HOU,24.0,0.05,-0.48,0.56,230.0,83,64.165,-10.66,4.0,,,
694876,Cooper Ingle,hitter,CLE,24.0,-0.41,-0.31,-0.14,24.0,7,-9.53,-2.99,-1.0,,,
695020,Tanner Murray,hitter,CHW,26.0,0.01,0.11,-0.11,33.0,13,69.008,-0.37,-1.0,,,
695238,Will Wagner,hitter,SDP,27.0,0.0,0.21,-0.28,45.0,16,105.21,1.35,-2.0,,,
695257,Billy Cook,hitter,PIT,27.0,-0.33,-0.54,0.05,53.0,83,20.006,-5.91,1.0,,,
695336,Thomas Saggese,hitter,STL,24.0,0.03,0.45,-0.32,162.0,52,93.665,-1.36,-3.0,,,
695391,Brett Harris,hitter,SFG,28.0,0.02,-0.08,0.11,37.0,16,57.597,-1.54,1.0,,,
695490,Edwin Arroyo,hitter,CIN,22.0,-0.72,-0.09,-0.45,160.0,50,48.859,-8.35,-5.0,,,
695491,Joshua BÃ¡ez,hitter,STL,23.0,0.12,0.54,-0.5,108.0,29,119.811,2.41,-2.0,,,
695506,Jac Caglianone,hitter,KCR,23.0,2.96,3.35,-1.02,531.0,138,130.087,19.33,-6.0,,,
695508,Cam Cauley,hitter,TEX,23.0,-0.43,0.17,-0.56,65.0,34,81.913,-0.89,-6.0,,,
695578,James Wood,hitter,WSN,23.0,3.73,4.5,-1.38,602.0,130,145.78,29.52,-10.0,,,
695600,Carter Jensen,hitter,KCR,22.0,2.96,3.55,-0.19,580.0,144,116.767,10.06,-2.0,,,
695657,Colson Montgomery,hitter,CHW,24.0,2.08,2.47,0.41,616.0,147,97.027,-2.82,-3.0,,,
695670,Harry Ford,hitter,WSN,23.0,0.24,0.35,0.08,111.0,36,80.091,-2.67,0.0,,,
695681,Christian Moore,hitter,LAA,23.0,-1.21,-0.81,-0.37,122.0,32,36.047,-9.6,-5.0,,,
695720,Tommy White,hitter,OAK,23.0,-0.45,-0.56,0.01,182.0,50,62.07,-9.72,3.0,,,
695731,Braden Montgomery,hitter,CHW,23.0,0.06,0.04,-0.27,344.0,87,81.468,-7.27,-2.0,,,
695734,Daylen Lile,hitter,WSN,23.0,1.95,1.27,-0.01,638.0,155,100.381,-2.45,7.0,,,
696030,Alejandro Osuna,hitter,TEX,23.0,0.14,0.54,-0.68,225.0,80,91.909,-0.51,-1.0,,,
696100,Hunter Goodman,hitter,COL,26.0,2.46,2.61,0.26,548.0,132,114.887,8.23,-1.0,,,
696135,Kahlil Watson,hitter,CLE,23.0,0.03,-0.08,0.06,91.0,27,70.544,-3.71,2.0,,,
696285,Jacob Young,hitter,WSN,26.0,1.89,2.12,0.11,459.0,137,95.494,-0.18,1.0,,,
699013,Esmerlyn Valdez,hitter,PIT,22.0,1.0,1.53,-0.76,287.0,72,128.21,9.69,0.0,,,
699024,Leo Bernal,hitter,STL,22.0,0.93,0.73,0.28,79.0,18,145.372,4.95,1.0,,,
699115,Carlos Jorge,hitter,CIN,22.0,-0.38,-0.08,-0.3,27.0,12,7.784,-2.53,-2.0,,,
699302,HÃ©ctor RodrÃ­guez,hitter,CIN,22.0,-0.13,-0.02,-0.22,132.0,36,77.362,-3.96,0.0,,,
699393,Pedro RamÃ­rez,hitter,CHC,22.0,1.57,1.08,0.53,245.0,75,103.053,0.72,6.0,,,
699625,Jimmy Crooks,hitter,STL,24.0,-0.53,0.08,-0.37,149.0,52,67.945,-6.04,-1.0,,,
699912,Jose Fernandez,hitter,ARI,22.0,0.24,0.14,-0.14,214.0,69,80.814,-2.99,3.0,,,
700246,Carson Williams,hitter,TBR,23.0,-0.49,-0.39,-0.06,40.0,16,2.578,-4.99,-1.0,,,
700250,Ben Rice,hitter,NYY,27.0,3.44,4.24,-1.88,641.0,148,144.661,32.81,-6.0,,,
700337,Edgar Quero,hitter,CHW,23.0,-0.76,-0.25,-0.15,217.0,69,53.545,-12.1,-1.0,,,
700652,Kenny Piper,hitter,TBR,27.0,0.27,0.17,0.13,11.0,14,153.639,0.67,0.0,,,
700932,Kyle Manzardo,hitter,CLE,25.0,0.56,0.22,-0.27,356.0,102,93.523,-2.42,2.0,,,
701162,Ben Malgeri,hitter,DET,26.0,0.55,0.54,-0.21,128.0,55,108.022,1.14,0.0,,,
701305,Zach Dezenzo,hitter,HOU,26.0,0.18,0.06,0.04,82.0,35,67.896,-2.59,2.0,,,
701350,Roman Anthony,hitter,BOS,22.0,1.04,0.6,0.15,223.0,50,103.854,0.57,0.0,,,
701358,Cam Smith,hitter,HOU,23.0,0.87,0.31,0.11,542.0,151,86.595,-10.56,4.0,,,
701398,Sal Stewart,hitter,CIN,22.0,2.21,2.68,-0.96,673.0,156,121.64,16.32,-2.0,,,
701538,Jackson Merrill,hitter,SDP,23.0,3.66,3.42,0.76,645.0,153,107.944,3.52,-5.0,,,
701649,James Triantos,hitter,CHC,23.0,-0.08,-0.08,0.0,9.0,7,-0.497,-1.09,0.0,,,
701675,Nathan Church,hitter,STL,25.0,2.06,1.57,0.63,452.0,136,90.891,-4.83,3.0,,,
701678,Hao-Yu Lee,hitter,DET,23.0,0.89,1.49,-0.3,340.0,109,110.274,2.72,-5.0,,,
701762,Nick Kurtz,hitter,OAK,23.0,3.74,3.19,0.05,434.0,99,142.622,22.1,2.0,,,
701785,Kaelen Culpepper,hitter,MIN,23.0,0.51,0.6,0.09,120.0,31,106.833,0.51,1.0,,,
701807,Carson Benge,hitter,NYM,23.0,3.52,3.06,0.01,626.0,150,111.35,11.68,3.0,,,
701852,Drew Cavanaugh,hitter,SFG,24.0,0.25,0.16,0.38,157.0,55,69.622,-5.25,1.0,,,
702176,Alan Roden,hitter,MIN,26.0,0.25,0.56,-0.41,87.0,30,109.021,2.95,-1.0,,,
702222,Justin Crawford,hitter,PHI,22.0,-0.38,0.68,-0.71,448.0,143,79.335,-13.95,-10.0,,,
702284,Cole Young,hitter,SEA,22.0,4.16,2.56,2.17,613.0,154,100.005,0.06,16.0,,,
702332,Caleb Durbin,hitter,BOS,26.0,4.25,3.07,1.58,566.0,148,105.529,3.76,8.0,,,
702616,Jackson Holliday,hitter,BAL,22.0,0.18,0.47,0.0,354.0,98,82.649,-9.0,-2.0,,,
703155,Lazaro Montes,hitter,SEA,21.0,0.09,0.19,-0.19,42.0,16,136.56,1.52,-1.0,,,
703197,Michael Arroyo,hitter,SEA,21.0,0.29,0.4,-0.1,25.0,9,198.982,2.64,-1.0,,,
703492,Nick Morabito,hitter,NYM,23.0,-0.12,-0.23,0.03,39.0,16,40.228,-2.64,2.0,,,
703520,Brett Bateman,hitter,TOR,24.0,1.73,1.32,0.5,172.0,38,123.824,4.56,4.0,,,
703601,Max Clark,hitter,DET,21.0,1.2,1.19,0.16,184.0,46,120.403,3.71,1.0,,,
703607,Henry Bolte,hitter,OAK,22.0,2.94,2.61,0.62,445.0,113,108.756,6.83,1.0,,,
800050,Chase DeLauter,hitter,CLE,24.0,3.32,3.08,-0.5,535.0,128,132.057,20.24,2.0,,,
800325,Luis Lara,hitter,MIL,21.0,1.07,0.14,0.8,195.0,57,81.957,-4.84,9.0,,,
800543,Josue De Paula,hitter,LAD,21.0,0.36,0.36,-0.08,38.0,10,169.382,3.34,0.0,,,
801126,Brock Rodden,hitter,SEA,26.0,-0.35,0.15,-0.42,71.0,29,74.344,-1.32,-5.0,,,
801501,Nate Furman,hitter,SFG,24.0,-0.19,-0.29,0.11,39.0,22,8.758,-4.0,1.0,,,
802139,JJ Wetherholt,hitter,STL,23.0,4.58,3.39,1.74,598.0,134,103.752,6.39,8.0,,,
802415,Chandler Simpson,hitter,TBR,25.0,2.65,1.66,0.52,597.0,147,96.046,-3.79,12.0,,,
803011,Sam Antonacci,hitter,CHW,23.0,2.08,2.99,-1.26,534.0,135,112.371,12.53,-6.0,,,
804606,Konnor Griffin,hitter,PIT,20.0,1.76,1.37,0.8,314.0,74,91.826,-4.41,3.0,,,
804668,Rafael Flores,hitter,PIT,25.0,1.16,1.27,0.07,147.0,43,141.983,7.2,0.0,,,
805249,Otto Kemp,hitter,PHI,26.0,-0.72,-0.41,-0.33,27.0,13,-36.278,-4.78,-3.0,,,
805300,Jakob Marsee,hitter,MIA,25.0,1.98,2.95,-0.54,597.0,150,102.009,4.94,-2.0,,,
805346,Ben Ross,hitter,MIN,25.0,-0.19,-0.19,0.01,19.0,8,16.096,-2.14,0.0,,,
805347,Jim Jarvis,hitter,ATL,25.0,0.63,0.12,0.72,124.0,38,55.531,-5.68,2.0,,,
805367,Chase Meidroth,hitter,CHW,24.0,3.84,3.7,0.77,629.0,150,108.639,7.7,1.0,,,
805672,Collin Price,hitter,HOU,26.0,-0.01,-0.01,0.02,13.0,7,37.553,-1.0,0.0,,,
805779,Jacob Wilson,hitter,OAK,24.0,0.68,1.29,-0.17,337.0,80,88.344,-2.28,-8.0,,,
805805,Walker Jenkins,hitter,MIN,21.0,-0.02,0.17,-0.16,75.0,21,89.197,-1.24,-1.0,,,
805808,Kevin McGonigle,hitter,DET,21.0,6.67,5.7,1.77,684.0,151,124.343,22.22,5.0,,,
805811,Bryce Eldridge,hitter,SFG,21.0,1.92,2.26,-1.12,448.0,107,131.786,16.7,-3.0,,,
805904,Zach Cole,hitter,HOU,25.0,-0.12,-0.22,0.04,53.0,19,50.389,-3.45,0.0,,,
805999,A.J. Ewing,hitter,NYM,21.0,2.95,1.94,1.24,469.0,114,96.875,1.03,8.0,,,
806068,Colt Emerson,hitter,SEA,20.0,-0.04,0.16,0.16,241.0,69,66.95,-10.44,-3.0,,,
806146,George Lombard Jr.,hitter,NYY,21.0,1.16,0.42,0.98,146.0,37,87.128,-3.16,6.0,,,
806198,Cooper Pratt,hitter,MIL,21.0,1.64,1.45,0.58,249.0,69,100.113,0.44,0.0,,,
806367,Turner Hill,hitter,SFG,27.0,0.49,0.18,0.2,110.0,30,91.757,-1.1,3.0,,,
806956,Ethan Salas,hitter,SDP,20.0,-0.04,-0.04,0.01,29.0,12,62.043,-1.65,0.0,,,
807712,Luke Keaschall,hitter,MIN,23.0,1.6,3.53,-1.75,598.0,147,112.53,13.18,-16.0,,,
807713,Matt Shaw,hitter,CHC,24.0,0.7,0.4,0.05,188.0,73,104.857,0.78,4.0,,,
807726,John Peck,hitter,DET,23.0,-0.11,-0.12,0.1,66.0,20,45.398,-3.23,-1.0,,,
807727,Charles McAdoo,hitter,TOR,24.0,-0.02,0.07,-0.12,95.0,33,78.023,-1.94,-1.0,,,
807747,Rikuu Nishida,hitter,CHW,25.0,0.04,-0.17,0.18,30.0,12,36.399,-2.06,0.0,,,
807799,Masataka Yoshida,hitter,BOS,32.0,0.63,0.94,-0.89,297.0,87,110.873,4.11,-4.0,,,
808959,Munetaka Murakami,hitter,CHW,26.0,1.86,2.15,-0.91,526.0,121,124.814,12.29,-4.0,,,
808975,Hyeseong Kim,hitter,LAD,27.0,0.49,0.39,0.3,131.0,43,80.436,-3.64,1.0,,,
808982,Jung Hoo Lee,hitter,SFG,27.0,1.09,1.75,-1.07,579.0,143,103.42,2.21,-3.0,,,
810938,Ben Williamson,hitter,TBR,25.0,1.03,0.49,0.87,273.0,84,78.166,-7.99,6.0,,,
811965,Joshua Kuroda-Grauer,hitter,OAK,23.0,0.82,0.81,0.06,62.0,16,179.633,6.61,0.0,,,
813841,Jonah Cox,hitter,SFG,24.0,1.3,0.79,0.61,148.0,57,109.017,0.6,5.0,,,
814154,Scott Bandura,hitter,SFG,24.0,-0.31,-0.21,-0.14,20.0,8,16.584,-2.19,-1.0,,,
814430,Brett Callahan,hitter,DET,24.0,-0.1,-0.11,-0.14,71.0,29,74.744,-1.77,1.0,,,
814439,Ryan Waldschmidt,hitter,ARI,23.0,0.68,0.6,0.07,282.0,80,89.913,-3.36,0.0,,,
815589,Bo Davidson,hitter,SFG,23.0,0.0,0.0,0.0,4.0,1,42.377,-0.29,0.0,,,
815873,Sean Keys,hitter,TOR,23.0,-0.04,-0.15,-0.03,56.0,21,64.347,-2.09,1.0,,,
823550,Sung-Mun Song,hitter,SDP,29.0,-0.27,-0.26,0.2,147.0,75,50.255,-9.26,-1.0,,,
828599,Lucas Spence,hitter,HOU,23.0,-0.22,-0.22,0.04,41.0,14,26.212,-3.49,1.0,,,
434378,Justin Verlander,pitcher,DET,43.0,-0.22,,,,1,,,,1.0,3.7,37.46
445276,Kenley Jansen,pitcher,DET,38.0,0.67,,,,48,,,,0.0,43.0,125.862
453286,Max Scherzer,pitcher,TOR,41.0,-0.45,,,,16,,,,16.0,72.7,72.62
455119,Chris Martin,pitcher,TEX,40.0,-0.77,,,,16,,,,0.0,14.0,43.971
471911,Carlos Carrasco,pitcher,ATL,39.0,-0.22,,,,8,,,,0.0,16.7,72.664
472610,Luis Garcia,pitcher,MIN,39.0,-0.64,,,,15,,,,0.0,15.0,50.021
476594,Robert Stock,pitcher,NYM,36.0,-0.23,,,,8,,,,7.0,30.3,69.905
489446,Kirby Yates,pitcher,PIT,39.0,0.6,,,,44,,,,0.0,39.7,135.74
500743,Miguel Rojas,pitcher,LAD,37.0,-0.18,,,,4,,,,0.0,4.0,33.817
500779,Jose Quintana,pitcher,COL,37.0,0.37,,,,10,,,,10.0,45.0,92.159
518585,Fernando Cruz,pitcher,NYY,36.0,1.12,,,,61,,,,0.0,54.7,134.5
518876,Merrill Kelly,pitcher,ARI,37.0,0.23,,,,28,,,,28.0,156.7,83.875
518886,Craig Kimbrel,pitcher,KCR,38.0,-0.14,,,,46,,,,0.0,46.0,98.672
519141,Drew Pomeranz,pitcher,CHC,37.0,-0.31,,,,31,,,,0.0,29.0,76.517
519242,Chris Sale,pitcher,ATL,37.0,5.4,,,,26,,,,26.0,157.0,194.376
527048,MartÃ­n PÃ©rez,pitcher,ATL,35.0,3.1,,,,30,,,,26.0,142.0,139.212
542888,Shawn Armstrong,pitcher,CLE,35.0,0.0,,,,38,,,,0.0,33.0,83.55
543037,Gerrit Cole,pitcher,NYY,35.0,2.44,,,,21,,,,21.0,121.3,115.333
543056,Danny Coulombe,pitcher,BOS,36.0,-0.04,,,,29,,,,0.0,22.0,92.582
543135,Nathan Eovaldi,pitcher,TEX,36.0,1.33,,,,25,,,,22.0,140.3,94.022
543238,Anthony Gose,pitcher,KCR,35.0,0.42,,,,11,,,,0.0,9.7,
543243,Sonny Gray,pitcher,BOS,36.0,4.09,,,,28,,,,28.0,163.0,145.808
543309,Kyle Higashioka,pitcher,TEX,36.0,-0.23,,,,3,,,,0.0,3.0,20.757
543510,James McCann,pitcher,ARI,36.0,-0.17,,,,4,,,,0.0,4.0,40.58
544150,Albert SuÃ¡rez,pitcher,BAL,36.0,0.09,,,,27,,,,0.0,59.0,100.093
545121,Ildemaro Vargas,pitcher,ARI,34.0,0.0,,,,3,,,,0.0,3.7,93.7
547179,Michael Lorenzen,pitcher,TOR,34.0,-2.01,,,,32,,,,25.0,127.3,68.456
547184,Michael Kelly,pitcher,OAK,33.0,-0.82,,,,5,,,,0.0,5.0,29.222
547973,Aroldis Chapman,pitcher,BOS,38.0,1.91,,,,52,,,,0.0,50.7,211.2
548384,Brooks Raley,pitcher,PHI,38.0,1.02,,,,60,,,,0.0,51.7,179.511
552640,Andrew Kittredge,pitcher,BAL,36.0,-0.41,,,,54,,,,0.0,47.3,114.289
554430,Zack Wheeler,pitcher,PHI,36.0,5.46,,,,26,,,,26.0,150.3,151.346
571510,Matthew Boyd,pitcher,CHC,35.0,0.74,,,,21,,,,21.0,119.7,104.333
571578,Patrick Corbin,pitcher,TOR,36.0,-0.15,,,,19,,,,15.0,80.0,79.914
571771,Enrique HernÃ¡ndez,pitcher,LAD,34.0,0.03,,,,1,,,,0.0,1.0,
571882,Derek Law,pitcher,ARI,35.0,0.31,,,,7,,,,1.0,9.0,435.2
571912,Luke Maile,pitcher,KCR,35.0,0.03,,,,1,,,,0.0,1.0,
571927,Steven Matz,pitcher,TBR,35.0,-0.71,,,,33,,,,11.0,77.0,76.438
571945,Miles Mikolas,pitcher,WSN,37.0,-0.83,,,,25,,,,11.0,116.0,74.276
571948,Hoby Milner,pitcher,SEA,35.0,0.24,,,,42,,,,0.0,39.0,115.058
572143,Burch Smith,pitcher,DET,36.0,0.07,,,,13,,,,1.0,17.0,134.4
572955,Pierce Johnson,pitcher,CIN,35.0,0.36,,,,54,,,,0.0,46.7,87.424
573009,Joe Mantiply,pitcher,TOR,35.0,0.36,,,,25,,,,0.0,27.0,133.28
573124,Taylor Rogers,pitcher,MIN,35.0,-0.01,,,,62,,,,0.0,57.0,91.859
573204,Caleb Thielbar,pitcher,CHC,39.0,-0.2,,,,56,,,,0.0,47.7,90.176
579328,Yusei Kikuchi,pitcher,LAA,35.0,0.29,,,,12,,,,12.0,57.3,80.434
592094,Jason Adam,pitcher,SDP,34.0,0.88,,,,36,,,,0.0,32.3,162.089
592155,Cam Booser,pitcher,TBR,34.0,0.89,,,,39,,,,0.0,38.3,199.678
592288,Kent Emanuel,pitcher,CIN,34.0,0.17,,,,1,,,,1.0,5.0,124.65
592332,Kevin Gausman,pitcher,CHC,35.0,0.99,,,,31,,,,31.0,172.0,96.256
592454,Tommy Kahnle,pitcher,BOS,36.0,-0.2,,,,8,,,,0.0,9.0,53.325
592662,Robbie Ray,pitcher,SDP,34.0,2.12,,,,30,,,,29.0,162.3,117.69
